qualifyId,raceId,driverId,constructorId,q1,q2,q3,position
1,18,1,1,86572,85187,86714,1
2,18,9,2,86103,85315,86869,2
3,18,5,1,85664,85452,87079,3
4,18,13,6,85994,85691,87178,4
5,18,2,2,85960,85518,87236,5
6,18,15,7,86427,86101,88527,6
7,18,3,3,86295,86059,88687,7
8,18,14,9,86381,86063,89041,8
9,18,10,7,86919,86164,89593,9
10,18,20,5,86702,85842,\N,10
11,18,22,11,86369,86173,\N,11
12,18,4,4,86907,86188,\N,12
13,18,18,11,86712,86259,\N,13
14,18,6,3,86891,86413,\N,14
15,18,17,9,86914,\N,\N,15
16,18,8,6,86140,\N,\N,16
17,18,21,10,87207,\N,\N,17
18,18,7,5,87446,\N,\N,18
19,18,16,10,87859,\N,\N,19
20,18,11,8,88208,\N,\N,20
21,18,12,4,88330,\N,\N,21
22,18,19,8,89059,\N,\N,22
23,19,13,6,95347,94412,95748,1
24,19,8,6,95645,94188,96230,2
25,19,5,1,95227,94759,96613,3
26,19,1,1,95392,94627,96709,4
27,19,15,7,95205,94960,96711,5
28,19,9,2,95794,94811,96727,6
29,19,2,2,95729,94648,96753,7
30,19,17,9,95440,94967,97009,8
31,19,4,4,95983,95140,98450,9
32,19,10,7,95891,95000,99656,10
33,19,18,11,95847,95208,\N,11
34,19,14,9,96058,95408,\N,12
35,19,12,4,96074,95562,\N,13
36,19,22,11,96198,95622,\N,14
37,19,20,5,96111,95648,\N,15
38,19,3,3,95843,95670,\N,16
39,19,21,10,96240,\N,\N,17
40,19,6,3,96388,\N,\N,18
41,19,7,5,96677,\N,\N,19
42,19,11,8,97087,\N,\N,20
43,19,16,10,97101,\N,\N,21
44,19,19,8,97481,\N,\N,22
45,20,9,2,92893,91745,93096,1
46,20,13,6,91937,91188,93123,2
47,20,1,1,92750,91922,93292,3
48,20,8,6,92652,91933,93418,4
49,20,5,1,93057,91718,93488,5
50,20,2,2,93137,91909,93737,6
51,20,15,7,92493,92159,93994,7
52,20,3,3,92903,92185,94015,8
53,20,18,11,92793,92362,95057,9
54,20,4,4,92947,92345,95115,10
55,20,17,9,93194,92371,\N,11
56,20,22,11,92944,92508,\N,12
57,20,10,7,92800,92528,\N,13
58,20,12,4,92975,92790,\N,14
59,20,7,5,93415,92915,\N,15
60,20,6,3,93386,92943,\N,16
61,20,14,9,93433,\N,\N,17
62,20,21,10,93501,\N,\N,18
63,20,20,5,93562,\N,\N,19
64,20,16,10,93845,\N,\N,20
65,20,19,8,94140,\N,\N,21
66,20,11,8,95725,\N,\N,22
67,21,8,6,80701,80784,81813,1
68,21,4,4,81347,80804,81904,2
69,21,13,6,81528,80584,82058,3
70,21,9,2,81423,80597,82065,4
71,21,1,1,81366,80825,82096,5
72,21,5,1,81430,80817,82231,6
73,21,17,9,81494,80984,82429,7
74,21,15,7,81158,80907,82529,8
75,21,2,2,81466,80815,82542,9
76,21,12,4,81409,80894,82699,10
77,21,22,11,81548,81049,\N,11
78,21,6,3,81690,81117,\N,12
79,21,18,11,81757,81211,\N,13
80,21,10,7,81427,81230,\N,14
81,21,3,3,81472,81349,\N,15
82,21,7,5,81540,81724,\N,16
83,21,14,9,81810,\N,\N,17
84,21,20,5,82108,\N,\N,18
85,21,21,10,82516,\N,\N,19
86,21,16,10,83224,\N,\N,20
87,21,19,8,83318,\N,\N,21
88,21,11,8,83496,\N,\N,22
89,22,13,6,85994,86192,87617,1
90,22,5,1,86736,86290,87808,2
91,22,1,1,86192,86477,87923,3
92,22,8,6,86457,86050,87936,4
93,22,9,2,86761,86129,88390,5
94,22,17,9,86773,86466,88417,6
95,22,4,4,86836,86522,88422,7
96,22,15,7,86695,86822,88836,8
97,22,2,2,87107,87607,88882,9
98,22,14,9,86939,86520,89959,10
99,22,3,3,87367,87012,\N,11
100,22,22,11,87355,87219,\N,12
101,22,18,11,87428,87298,\N,13
102,22,20,5,87442,87412,\N,14
103,22,10,7,86614,87806,\N,15
104,22,6,3,87547,\N,\N,16
105,22,12,4,87568,\N,\N,17
106,22,7,5,87621,\N,\N,18
107,22,21,10,87807,\N,\N,19
108,22,16,10,88325,\N,\N,20
109,23,13,6,75190,75110,75787,1
110,23,8,6,75717,75404,75815,2
111,23,1,1,75582,75322,75839,3
112,23,5,1,75295,75389,76165,4
113,23,9,2,75977,75483,76171,5
114,23,3,3,75935,75287,76548,6
115,23,4,4,76646,75827,76852,7
116,23,15,7,76306,75598,77203,8
117,23,17,9,76074,75745,77343,9
118,23,14,9,76086,75839,\N,10
119,23,10,7,76285,75907,\N,11
120,23,18,11,76259,76101,\N,12
121,23,2,2,76650,76455,\N,13
122,23,6,3,76756,76479,\N,14
123,23,22,11,76208,76537,\N,15
124,23,7,5,76806,\N,\N,16
125,23,12,4,76933,\N,\N,17
126,23,20,5,76955,\N,\N,18
127,23,16,10,77225,\N,\N,19
128,23,21,10,77823,\N,\N,20
129,24,1,1,76909,77034,77886,1
130,24,9,2,77471,77679,78498,2
131,24,8,6,77301,77364,78735,3
132,24,4,4,77415,77488,78746,4
133,24,3,3,77991,77891,78844,5
134,24,13,6,77231,77353,79048,6
135,24,5,1,77287,77684,79089,7
136,24,2,2,78082,77781,79633,8
137,24,22,11,78256,78020,80848,9
138,24,17,9,77582,77523,\N,10
139,24,10,7,78321,78031,\N,11
140,24,6,3,77638,78062,\N,12
141,24,14,9,78168,78238,\N,13
142,24,15,7,78039,78327,\N,14
143,24,12,4,78505,78393,\N,15
144,24,7,5,78916,\N,\N,16
145,24,16,10,79108,\N,\N,17
146,24,21,10,79165,\N,\N,18
147,24,18,11,83565,\N,\N,19
148,24,20,5,\N,\N,\N,20
149,25,8,6,75133,75161,76449,1
150,25,13,6,75024,75041,76490,2
151,25,1,1,75634,75293,76693,3
152,25,4,4,75754,75483,76840,4
153,25,15,7,75521,75362,76920,5
154,25,5,1,75965,75639,76944,6
155,25,9,2,75687,75723,77037,7
156,25,17,9,76020,75488,77233,8
157,25,14,9,75802,75654,77426,9
158,25,10,7,75727,75558,77596,10
159,25,12,4,75848,75770,\N,11
160,25,2,2,76006,75786,\N,12
161,25,20,5,75918,75816,\N,13
162,25,7,5,76072,76045,\N,14
163,25,3,3,76085,76235,\N,15
164,25,6,3,76243,\N,\N,16
165,25,18,11,76306,\N,\N,17
166,25,22,11,76330,\N,\N,18
167,25,21,10,76971,\N,\N,19
168,25,16,10,77053,\N,\N,20
169,26,5,1,79957,79597,81049,1
170,26,17,9,80982,79710,81554,2
171,26,8,6,80370,79971,81706,3
172,26,1,1,80288,79537,81835,4
173,26,2,2,81022,79802,81873,5
174,26,4,4,80998,79992,82029,6
175,26,12,4,80818,80115,82491,7
176,26,20,5,80318,80109,83251,8
177,26,13,6,80676,80086,83305,9
178,26,9,2,80444,79788,\N,10
179,26,14,9,81224,80174,\N,11
180,26,10,7,80893,80274,\N,12
181,26,7,5,80584,80531,\N,13
182,26,15,7,81145,80601,\N,14
183,26,6,3,81407,81112,\N,15
184,26,22,11,81512,\N,\N,16
185,26,18,11,81631,\N,\N,17
186,26,3,3,81668,\N,\N,18
187,26,16,10,81786,\N,\N,19
188,26,21,10,81885,\N,\N,20
189,27,1,1,75218,74603,75666,1
190,27,13,6,74921,74747,75859,2
191,27,5,1,75476,74855,76143,3
192,27,15,7,75560,75122,76191,4
193,27,4,4,75917,74943,76385,5
194,27,8,6,75201,74949,76389,6
195,27,9,2,75985,75109,76521,7
196,27,17,9,75900,75481,77014,8
197,27,20,5,75532,75420,77244,9
198,27,14,9,75975,75338,77503,10
199,27,10,7,75560,75508,\N,11
200,27,2,2,75596,75581,\N,12
201,27,3,3,75863,75633,\N,13
202,27,18,11,75993,75701,\N,14
203,27,7,5,75927,75858,\N,15
204,27,6,3,76083,\N,\N,16
205,27,12,4,76189,\N,\N,17
206,27,22,11,76246,\N,\N,18
207,27,16,10,76657,\N,\N,19
208,27,21,10,76963,\N,\N,20
209,28,1,1,79376,79473,80899,1
210,28,5,1,79945,79480,81140,2
211,28,13,6,79578,79068,81191,3
212,28,9,2,80053,79776,81281,4
213,28,10,7,79980,79246,81326,5
214,28,8,6,80006,79546,81516,6
215,28,4,4,80229,79816,81698,7
216,28,17,9,80073,80046,81732,8
217,28,15,7,79942,79486,81767,9
218,28,12,4,80583,80131,82371,10
219,28,20,5,80157,80144,\N,11
220,28,18,11,80888,80332,\N,12
221,28,14,9,80505,80502,\N,13
222,28,7,5,80640,80963,\N,14
223,28,3,3,80748,\N,\N,15
224,28,2,2,81045,\N,\N,16
225,28,6,3,81085,\N,\N,17
226,28,22,11,81332,\N,\N,18
227,28,21,10,81670,\N,\N,19
228,28,16,10,82113,\N,\N,20
229,29,13,6,98176,97859,98989,1
230,29,1,1,98464,97954,99199,2
231,29,9,2,98347,98050,99392,3
232,29,8,6,98703,98229,99488,4
233,29,5,1,98656,98120,99937,5
234,29,20,5,98141,97842,100142,6
235,29,15,7,97948,97928,100309,7
236,29,2,2,98738,97859,100631,8
237,29,3,3,98595,98336,100721,9
238,29,7,5,98622,98417,100750,10
239,29,6,3,98667,98428,\N,11
240,29,4,4,98268,98435,\N,12
241,29,10,7,98532,98499,\N,13
242,29,17,9,98559,98515,\N,14
243,29,12,4,98787,98744,\N,15
244,29,18,11,98880,\N,\N,16
245,29,14,9,99235,\N,\N,17
246,29,21,10,99268,\N,\N,18
247,29,22,11,99811,\N,\N,19
248,29,16,10,99943,\N,\N,20
249,30,1,1,106887,106088,107338,1
250,30,13,6,106873,106391,107678,2
251,30,5,1,106812,106037,107815,3
252,30,8,6,106960,106298,107992,4
253,30,2,2,107419,106311,108315,5
254,30,4,4,107154,106491,108504,6
255,30,17,9,107270,106814,108736,7
256,30,9,2,107093,106494,108763,8
257,30,7,5,106777,106544,108951,9
258,30,20,5,107152,106804,110319,10
259,30,15,7,107400,106949,\N,11
260,30,12,4,107052,106965,\N,12
261,30,10,7,107359,106995,\N,13
262,30,14,9,107132,107018,\N,14
263,30,3,3,107503,107429,\N,15
264,30,22,11,108153,\N,\N,16
265,30,18,11,108211,\N,\N,17
266,30,16,10,108226,\N,\N,18
267,30,6,3,108268,\N,\N,19
268,30,21,10,108447,\N,\N,20
269,31,20,5,95464,95837,97555,1
270,31,5,1,95214,95843,97631,2
271,31,17,9,96001,96306,98117,3
272,31,7,5,95543,96175,98445,4
273,31,3,3,95485,95898,98767,5
274,31,13,6,95536,96676,98894,6
275,31,15,7,95906,96008,99152,7
276,31,4,4,96297,96518,99751,8
277,31,10,7,95737,96525,99787,9
278,31,2,2,95709,96626,99906,10
279,31,9,2,95553,96697,\N,11
280,31,21,10,96280,96698,\N,12
281,31,14,9,96485,97284,\N,13
282,31,8,6,95965,97522,\N,14
283,31,1,1,95394,99265,\N,15
284,31,22,11,96510,\N,\N,16
285,31,12,4,96630,\N,\N,17
286,31,6,3,96653,\N,\N,18
287,31,18,11,97006,\N,\N,19
288,31,16,10,97417,\N,\N,20
289,32,13,6,104519,104014,104801,1
290,32,1,1,104501,104932,105465,2
291,32,8,6,104282,104232,105617,3
292,32,9,2,104740,104519,105779,4
293,32,5,1,104311,104207,105873,5
294,32,2,2,105548,104520,105964,6
295,32,20,5,105042,104261,106244,7
296,32,10,7,105184,104441,106328,8
297,32,3,3,105103,104429,106611,9
298,32,6,3,105127,104826,107547,10
299,32,15,7,105642,105038,\N,11
300,32,18,11,105660,105133,\N,12
301,32,17,9,105493,105212,\N,13
302,32,14,9,106028,105298,\N,14
303,32,4,4,104971,\N,\N,15
304,32,12,4,106037,\N,\N,16
305,32,7,5,106389,\N,\N,17
306,32,22,11,106583,\N,\N,18
307,32,16,10,107940,\N,\N,19
308,32,21,10,\N,\N,\N,20
309,33,1,1,78071,77462,78404,1
310,33,8,6,78160,77733,78644,2
311,33,5,1,78220,77360,78821,3
312,33,4,4,78290,77871,78852,4
313,33,13,6,78110,77287,78874,5
314,33,9,2,78684,77931,78979,6
315,33,15,7,78501,77541,79026,7
316,33,10,7,77945,77670,79118,8
317,33,20,5,78559,77714,79638,9
318,33,7,5,78593,78102,80167,10
319,33,14,9,78303,78187,\N,11
320,33,12,4,78300,78274,\N,12
321,33,17,9,78372,78354,\N,13
322,33,6,3,78640,78594,\N,14
323,33,3,3,78740,78672,\N,15
324,33,2,2,78835,\N,\N,16
325,33,22,11,78882,\N,\N,17
326,33,18,11,79100,\N,\N,18
327,33,16,10,79163,\N,\N,19
328,33,21,10,79910,\N,\N,20
329,34,1,1,95566,94947,96303,1
330,34,8,6,95983,95355,96645,2
331,34,13,6,95971,95135,96889,3
332,34,4,4,95769,95461,96927,4
333,34,5,1,95623,95216,96930,5
334,34,17,9,96238,95686,97083,6
335,34,2,2,96224,95403,97201,7
336,34,20,5,95752,95386,97685,8
337,34,15,7,96104,95715,97934,9
338,34,7,5,96239,95478,98885,10
339,34,12,4,96029,95722,\N,11
340,34,9,2,96503,95814,\N,12
341,34,10,7,96210,95937,\N,13
342,34,22,11,96640,96079,\N,14
343,34,3,3,96434,96210,\N,15
344,34,14,9,96731,\N,\N,16
345,34,6,3,96863,\N,\N,17
346,34,18,11,97053,\N,\N,18
347,34,16,10,97730,\N,\N,19
348,34,21,10,97739,\N,\N,20
349,35,13,6,71830,71875,72368,1
350,35,15,7,72226,72107,72737,2
351,35,8,6,72083,71950,72825,3
352,35,1,1,72213,71856,72830,4
353,35,5,1,72366,71768,72917,5
354,35,4,4,72214,72090,72967,6
355,35,20,5,72390,71845,73082,7
356,35,2,2,72371,72026,73297,8
357,35,7,5,72498,72075,74105,9
358,35,10,7,72223,71909,74230,10
359,35,12,4,72348,72137,\N,11
360,35,17,9,72409,72289,\N,12
361,35,9,2,72381,72300,\N,13
362,35,14,9,72690,72717,\N,14
363,35,22,11,72548,73139,\N,15
364,35,6,3,72800,\N,\N,16
365,35,18,11,72810,\N,\N,17
366,35,3,3,73002,\N,\N,18
367,35,21,10,73426,\N,\N,19
368,35,16,10,73508,\N,\N,20
369,36,8,6,86644,85644,86072,1
370,36,4,1,86697,85326,86493,2
371,36,2,2,86895,85358,86556,3
372,36,1,1,86674,85577,86755,4
373,36,9,2,86696,85882,87347,5
374,36,21,4,87270,85944,87634,6
375,36,17,9,86978,86623,87934,7
376,36,15,7,87014,86688,88404,8
377,36,23,7,87328,86739,88692,9
378,36,11,8,87365,86758,88871,10
379,36,19,8,86986,86909,\N,11
380,36,3,3,87596,86914,\N,12
381,36,5,4,87529,86964,\N,13
382,36,18,11,87540,87264,\N,14
383,36,25,3,87479,87393,\N,15
384,36,13,6,86712,\N,\N,16
385,36,22,11,87679,\N,\N,17
386,36,26,5,88305,\N,\N,18
387,36,14,9,88579,\N,\N,19
388,36,24,5,89267,\N,\N,20
389,36,16,12,89339,\N,\N,21
390,36,27,12,91932,\N,\N,22
391,37,13,6,95340,94454,95043,1
392,37,4,1,94942,94057,95310,2
393,37,8,6,95138,94687,95479,3
394,37,1,1,95028,94650,96045,4
395,37,2,2,95617,95203,96543,5
396,37,3,3,95755,95380,96829,6
397,37,9,2,95294,94739,96839,7
398,37,15,7,95666,95255,96902,8
399,37,23,7,95736,95595,97078,9
400,37,17,9,95727,95579,97345,10
401,37,5,4,96092,95630,\N,11
402,37,21,4,95879,95706,\N,12
403,37,14,9,95730,95766,\N,13
404,37,11,8,96430,95945,\N,14
405,37,18,11,95913,96088,\N,15
406,37,24,5,96140,96145,\N,16
407,37,26,5,96578,\N,\N,17
408,37,19,8,96816,\N,\N,18
409,37,22,11,96827,\N,\N,19
410,37,25,3,97326,\N,\N,20
411,37,27,12,98279,\N,\N,21
412,37,16,12,98415,\N,\N,22
413,38,13,6,92443,91359,92652,1
414,38,1,1,92580,91752,92935,2
415,38,8,6,93161,91812,93131,3
416,38,4,1,93049,92214,93192,4
417,38,2,2,93164,92154,93404,5
418,38,9,2,93348,92292,93710,6
419,38,21,4,93556,92889,94056,7
420,38,17,9,93496,92808,94106,8
421,38,15,7,93218,92429,94154,9
422,38,3,3,93349,92815,94399,10
423,38,25,3,93759,92915,\N,11
424,38,5,4,93467,92935,\N,12
425,38,19,8,93299,93082,\N,13
426,38,23,7,93923,93294,\N,14
427,38,22,11,93776,93624,\N,15
428,38,18,11,93967,93731,\N,16
429,38,11,8,93984,\N,\N,17
430,38,24,5,94024,\N,\N,18
431,38,26,5,94333,\N,\N,19
432,38,16,12,95280,\N,\N,20
433,38,14,9,95341,\N,\N,21
434,38,27,12,95533,\N,\N,22
435,39,13,6,81375,80597,81421,1
436,39,4,1,81609,80797,81451,2
437,39,8,6,81802,80741,81723,3
438,39,1,1,81120,80713,81785,4
439,39,9,2,81941,81381,82253,5
440,39,15,7,82501,81554,82324,6
441,39,2,2,81625,81113,82389,7
442,39,5,4,81790,81623,82568,8
443,39,14,9,82491,81488,82749,9
444,39,21,4,82064,81677,82881,10
445,39,3,3,81943,81968,\N,11
446,39,22,11,82502,82097,\N,12
447,39,11,8,82090,82115,\N,13
448,39,18,11,82503,82120,\N,14
449,39,19,8,82295,\N,\N,15
450,39,24,5,82508,\N,\N,16
451,39,23,7,82666,\N,\N,17
452,39,25,3,82769,\N,\N,18
453,39,17,9,83398,\N,\N,19
454,39,16,12,83811,\N,\N,20
455,39,27,12,83990,\N,\N,21
456,39,26,5,\N,\N,\N,22
457,40,4,1,76059,75431,75726,1
458,40,1,1,75685,75479,75905,2
459,40,13,6,76786,76034,75967,3
460,40,21,4,77596,76054,76285,4
461,40,3,3,76870,76100,76439,5
462,40,17,9,77816,76420,76784,6
463,40,2,2,77385,75733,76832,7
464,40,9,2,77584,75576,76955,8
465,40,22,11,77244,76454,77498,9
466,40,18,11,77297,76457,77939,10
467,40,25,3,77874,76662,\N,11
468,40,24,5,76720,76703,\N,12
469,40,14,9,77204,76319,\N,13
470,40,15,7,77686,76988,\N,14
471,40,5,4,77836,77125,\N,15
472,40,8,6,76251,\N,\N,16
473,40,19,8,78250,\N,\N,17
474,40,26,5,78390,\N,\N,18
475,40,16,12,78418,\N,\N,19
476,40,23,7,78539,\N,\N,20
477,40,11,8,78554,\N,\N,21
478,40,27,12,\N,\N,\N,22
479,41,1,1,76576,75486,75707,1
480,41,4,1,76562,75522,76163,2
481,41,2,2,77006,75960,76266,3
482,41,8,6,76468,76592,76411,4
483,41,13,6,76756,76138,76570,5
484,41,17,9,77315,76257,76913,6
485,41,3,3,77016,76190,76919,7
486,41,9,2,77267,76368,76993,8
487,41,21,4,76805,76288,77229,9
488,41,15,7,77324,76600,77747,10
489,41,11,8,77490,76743,\N,11
490,41,24,5,77541,76760,\N,12
491,41,22,11,77011,77116,\N,13
492,41,14,9,77436,77304,\N,14
493,41,18,11,77522,77541,\N,15
494,41,26,5,77433,77571,\N,16
495,41,19,8,77542,\N,\N,17
496,41,23,7,77634,\N,\N,18
497,41,25,3,78089,\N,\N,19
498,41,16,12,78536,\N,\N,20
499,41,27,12,79196,\N,\N,21
500,41,5,4,77806,\N,\N,22
501,42,1,1,72563,72065,72331,1
502,42,4,1,72416,71926,72500,2
503,42,13,6,72731,72180,72703,3
504,42,8,6,72732,72111,72839,4
505,42,2,2,72543,72188,72847,5
506,42,5,4,72998,72599,73308,6
507,42,20,2,72711,72644,73513,7
508,42,15,7,73186,72828,73789,8
509,42,17,9,73425,72788,73871,9
510,42,21,4,73168,72603,73953,10
511,42,14,9,73424,72873,\N,11
512,42,23,7,72851,72920,\N,12
513,42,18,11,73306,72998,\N,13
514,42,3,3,73128,73060,\N,14
515,42,22,11,73203,73201,\N,15
516,42,19,8,73164,73259,\N,16
517,42,25,3,73441,\N,\N,17
518,42,11,8,73477,\N,\N,18
519,42,24,5,73484,\N,\N,19
520,42,26,5,73712,\N,\N,20
521,42,16,12,74122,\N,\N,21
522,42,27,12,74597,\N,\N,22
523,43,13,6,75303,74822,75034,1
524,43,1,1,74805,74795,75104,2
525,43,8,6,74872,74828,75257,3
526,43,9,2,75778,75066,75493,4
527,43,21,4,76047,75227,75674,5
528,43,5,4,75524,75272,75826,6
529,43,2,2,75783,75149,75900,7
530,43,15,7,76118,75379,75935,8
531,43,3,3,76092,75331,76328,9
532,43,4,1,75322,75084,\N,10
533,43,23,7,75760,75534,\N,11
534,43,18,11,76113,75584,\N,12
535,43,22,11,76140,75761,\N,13
536,43,17,9,75746,75806,\N,14
537,43,26,5,75980,76049,\N,15
538,43,14,9,75915,\N,\N,16
539,43,24,5,76142,\N,\N,17
540,43,25,3,76241,\N,\N,18
541,43,19,8,76366,\N,\N,19
542,43,27,12,77826,\N,\N,20
543,43,16,12,77915,\N,\N,21
544,43,11,8,76244,\N,\N,22
545,44,1,1,79885,79400,79997,1
546,44,8,6,79753,79252,80099,2
547,44,4,1,79330,79152,80147,3
548,44,13,6,79790,79421,80265,4
549,44,9,2,80294,80054,80401,5
550,44,23,7,80513,79860,80516,6
551,44,5,4,80570,80077,80721,7
552,44,21,4,80842,80042,80775,8
553,44,2,2,80534,80178,80894,9
554,44,15,7,81150,80133,81240,10
555,44,17,9,80583,80235,\N,11
556,44,14,9,81154,80329,\N,12
557,44,25,3,80830,80350,\N,13
558,44,22,11,81169,80364,\N,14
559,44,26,5,80834,80515,\N,15
560,44,24,5,81160,80823,\N,16
561,44,3,3,81219,\N,\N,17
562,44,18,11,81335,\N,\N,18
563,44,19,8,81448,\N,\N,19
564,44,16,12,82019,\N,\N,20
565,44,11,8,82045,\N,\N,21
566,44,27,12,82586,\N,\N,22
567,45,8,6,91522,91237,91450,1
568,45,4,1,91074,90983,91741,2
569,45,13,6,91447,90912,91778,3
570,45,2,2,91889,91652,91840,4
571,45,9,2,91961,91444,92123,5
572,45,17,9,92629,91661,92476,6
573,45,5,4,92594,91783,92478,7
574,45,15,7,92381,91859,92501,8
575,45,23,7,92446,91843,92570,9
576,45,1,1,91587,91185,93833,10
577,45,3,3,92117,91978,\N,11
578,45,25,3,92173,91996,\N,12
579,45,21,4,92378,92010,\N,13
580,45,22,11,92674,92221,\N,14
581,45,19,8,92793,92451,\N,15
582,45,11,8,92678,92838,\N,16
583,45,18,11,92983,\N,\N,17
584,45,26,5,93038,\N,\N,18
585,45,24,5,93148,\N,\N,19
586,45,14,9,93151,\N,\N,20
587,45,16,12,94500,\N,\N,21
588,45,28,12,95940,\N,\N,22
589,46,4,1,80425,79661,79674,1
590,46,1,1,79570,79301,79781,2
591,46,2,2,80751,80322,80259,3
592,46,8,6,80435,80107,80410,4
593,46,3,3,80547,80188,80632,5
594,46,23,7,80449,80455,80714,6
595,46,9,2,80366,80703,80876,7
596,46,21,4,81645,80590,81079,8
597,46,15,7,80481,79951,81206,9
598,46,17,9,80794,80439,81256,10
599,46,14,9,81291,80718,\N,11
600,46,5,4,80285,80779,\N,12
601,46,25,3,81243,80865,\N,13
602,46,13,6,80408,81021,\N,14
603,46,19,8,81018,81127,\N,15
604,46,24,5,81730,81993,\N,16
605,46,18,11,81737,\N,\N,17
606,46,22,11,81877,\N,\N,18
607,46,11,8,82143,\N,\N,19
608,46,20,5,82177,\N,\N,20
609,46,16,12,82737,\N,\N,21
610,46,29,12,83774,\N,\N,22
611,47,13,6,87488,87039,87329,1
612,47,1,1,87513,86936,87373,2
613,47,8,6,87294,86902,87546,3
614,47,4,1,87328,86841,87574,4
615,47,9,2,87997,87253,87722,5
616,47,2,2,88099,87253,88037,6
617,47,5,4,88127,87039,88491,7
618,47,3,3,88275,87750,88501,8
619,47,15,7,88318,87801,88740,9
620,47,21,4,88313,87880,89322,10
621,47,19,8,88304,88002,\N,11
622,47,17,9,88500,88013,\N,12
623,47,14,9,88395,88100,\N,13
624,47,25,3,88360,88390,\N,14
625,47,24,5,88798,\N,\N,15
626,47,23,7,88809,\N,\N,16
627,47,11,8,88953,\N,\N,17
628,47,20,5,89408,\N,\N,18
629,47,16,12,89861,\N,\N,19
630,47,29,12,91479,\N,\N,20
631,47,18,11,88373,88220,\N,21
632,47,22,11,88792,88188,\N,22
633,48,4,1,81718,81356,81997,1
634,48,1,1,81956,81746,82034,2
635,48,13,6,82309,81993,82549,3
636,48,2,2,83107,82466,83174,4
637,48,8,6,82673,82369,83183,5
638,48,9,2,83088,82400,83446,6
639,48,5,4,83505,83134,84102,7
640,48,3,3,83333,82748,84382,8
641,48,15,7,83724,83107,84555,9
642,48,18,11,83639,83021,85165,10
643,48,17,9,83575,83166,\N,11
644,48,22,11,83474,83176,\N,12
645,48,25,3,83739,83209,\N,13
646,48,19,8,83646,83274,\N,14
647,48,21,4,83559,83325,\N,15
648,48,20,5,83578,83351,\N,16
649,48,11,8,83749,\N,\N,17
650,48,23,7,83787,\N,\N,18
651,48,24,5,83886,\N,\N,19
652,48,14,9,84019,\N,\N,20
653,48,16,12,84699,\N,\N,21
654,48,29,12,85084,\N,\N,22
655,49,8,6,106242,105070,105994,1
656,49,13,6,106060,105173,106011,2
657,49,4,1,106058,105442,106091,3
658,49,1,1,106437,105132,106406,4
659,49,3,3,106950,106469,107334,5
660,49,2,2,106923,105994,107409,6
661,49,17,9,107084,106426,107524,7
662,49,15,7,107143,106480,107798,8
663,49,5,4,106971,106240,108505,9
664,49,23,7,107300,106618,\N,10
665,49,14,9,107340,106800,\N,11
666,49,18,11,107474,106955,\N,12
667,49,24,5,107576,107115,\N,13
668,49,9,2,106707,105885,106996,14
669,49,25,3,107522,107394,\N,15
670,49,20,5,107581,\N,\N,16
671,49,22,11,107954,\N,\N,17
672,49,11,8,107980,\N,\N,18
673,49,16,12,108044,\N,\N,19
674,49,19,8,108199,\N,\N,20
675,49,29,12,109557,\N,\N,21
676,49,21,4,107143,106603,\N,22
677,50,1,1,85489,84753,85368,1
678,50,4,1,85379,84806,85438,2
679,50,8,6,85390,84988,85516,3
680,50,13,6,85359,85049,85765,4
681,50,2,2,85971,85248,86505,5
682,50,18,11,86614,85454,86913,6
683,50,17,9,85970,85535,86914,7
684,50,20,5,86025,85909,86973,8
685,50,9,2,86300,85530,87225,9
686,50,21,4,86909,86033,\N,10
687,50,5,4,87223,86232,\N,11
688,50,14,9,86904,86247,\N,12
689,50,15,7,86711,86253,\N,13
690,50,24,5,87234,86948,\N,14
691,50,23,7,87191,\N,\N,15
692,50,3,3,86579,85816,86728,16
693,50,22,11,87323,\N,\N,17
694,50,25,3,87454,\N,\N,18
695,50,19,8,87564,\N,\N,19
696,50,16,12,88628,\N,\N,20
697,50,11,8,88762,\N,\N,21
698,50,29,12,89668,\N,\N,22
699,51,1,1,95798,95898,95908,1
700,51,8,6,95692,95381,96044,2
701,51,13,6,95792,95796,96221,3
702,51,4,1,95809,95845,96576,4
703,51,14,9,96930,96252,97619,5
704,51,23,7,97135,96709,98013,6
705,51,17,9,97199,96602,98153,7
706,51,2,2,96737,96217,98455,8
707,51,9,2,96309,96116,98472,9
708,51,18,11,97092,96771,99285,10
709,51,24,5,97047,96862,\N,11
710,51,15,7,97209,96959,\N,12
711,51,5,4,97225,96991,\N,13
712,51,19,8,97203,97247,\N,14
713,51,3,3,97144,97483,\N,15
714,51,22,11,97251,\N,\N,16
715,51,20,5,97006,96891,\N,17
716,51,21,4,97290,\N,\N,18
717,51,25,3,97456,\N,\N,19
718,51,11,8,98218,\N,\N,20
719,51,16,12,98668,\N,\N,21
720,51,29,12,99336,\N,\N,22
721,52,13,6,72303,72374,71931,1
722,52,1,1,73033,72296,72082,2
723,52,8,6,73016,72161,72322,3
724,52,4,1,72895,72637,72356,4
725,52,17,9,73081,72683,72928,5
726,52,2,2,73472,72888,73081,6
727,52,9,2,73085,72641,73129,7
728,52,15,7,73470,72832,73195,8
729,52,14,9,73264,72846,73272,9
730,52,3,3,73707,72752,73477,10
731,52,22,11,73661,72932,\N,11
732,52,21,4,73482,72968,\N,12
733,52,20,5,73853,73058,\N,13
734,52,24,5,73607,73251,\N,14
735,52,23,7,73767,73315,\N,15
